timestamp,user_id,amount,merchant,method,country,label
2025-10-16 19:32:04.690786,USER_3043,20.25,HomeDepot,UPI,UK,0
2025-10-16 19:55:04.690786,USER_4573,29.35,BestBuy,Cash,JPN,0
2025-10-16 20:01:39.690786,USER_8539,29.62,Shell,Cash,AUS,0
2025-10-16 20:18:41.690786,USER_5872,18.35,Nike,Debit Card,IND,0
2025-10-16 20:27:28.690786,USER_8633,19.99,Amazon,Credit Card,FRA,0
2025-10-16 20:28:51.690786,USER_4501,40.03,BP,Bank Transfer,CAN,0
2025-10-16 20:30:05.690786,USER_1885,19.7,Flipkart,PayPal,USA,0
2025-10-16 20:30:50.690786,USER_9767,48.86,Amazon,Debit Card,UK,0
2025-10-16 20:36:34.690786,USER_2084,55.48,WholeFoods,Credit Card,FRA,0
2025-10-16 20:40:15.690786,USER_3980,61.13,Shell,Credit Card,UK,0
2025-10-16 20:49:34.690786,USER_2040,20.16,CVS,Cash,AUS,0
2025-10-16 20:50:22.690786,USER_5409,60.75,Target,Debit Card,USA,0
2025-10-16 20:55:36.690786,USER_4814,104.7,McDonalds,Bank Transfer,AUS,0
2025-10-16 20:55:47.690786,USER_6011,311.87,Walmart,Credit Card,GER,0
2025-10-16 21:29:15.690786,USER_9991,33.86,Costco,Debit Card,JPN,0
2025-10-16 21:56:59.690786,USER_8112,144.72,BestBuy,Credit Card,GER,0
2025-10-16 22:00:03.690786,USER_4748,78.75,Walgreens,UPI,USA,0
2025-10-16 22:39:06.690786,USER_1756,38.64,McDonalds,Bank Transfer,FRA,0
2025-10-16 22:53:06.690786,USER_7711,49.71,Costco,PayPal,AUS,0
2025-10-16 22:56:15.690786,USER_4492,30.64,Nike,PayPal,USA,0
2025-10-16 22:59:03.690786,USER_7557,62.89,Nike,Cash,USA,0
2025-10-16 23:02:13.690786,USER_4638,16.78,Walmart,UPI,AUS,0
2025-10-16 23:13:41.690786,USER_5143,60.97,Walgreens,Credit Card,JPN,0
2025-10-16 23:28:05.690786,USER_3627,67.94,Starbucks,Bank Transfer,UK,0
2025-10-16 23:35:29.690786,USER_5967,10.92,Costco,Debit Card,GER,0
2025-10-16 23:43:11.690786,USER_3082,102.05,BestBuy,Debit Card,GER,0
2025-10-16 23:57:03.690786,USER_4726,45.87,Costco,Debit Card,JPN,0
2025-10-16 23:58:38.690786,USER_8160,285.9,BestBuy,UPI,UK,0
2025-10-17 00:02:19.690786,USER_5321,41.85,BP,UPI,CAN,0
2025-10-17 00:03:41.690786,USER_3422,6.49,Flipkart,Cash,IND,0
2025-10-17 00:03:56.690786,USER_5278,52.23,HomeDepot,Credit Card,USA,0
2025-10-17 00:24:05.690786,USER_6298,59.58,McDonalds,UPI,AUS,0
2025-10-17 00:24:59.690786,USER_6328,8.3,WholeFoods,UPI,GER,0
2025-10-17 00:30:53.690786,USER_8344,65.72,WholeFoods,UPI,GER,0
2025-10-17 00:32:22.690786,USER_5220,6.5,Walmart,Bank Transfer,AUS,0
2025-10-17 00:45:59.690786,USER_6980,82.1,Walgreens,Bank Transfer,CAN,0
2025-10-17 01:35:33.690786,USER_9153,57.29,Shell,UPI,AUS,0
2025-10-17 01:43:52.690786,USER_2807,51.48,McDonalds,Bank Transfer,FRA,0
2025-10-17 01:52:38.690786,USER_3446,517.56,Amazon,Bank Transfer,JPN,0
2025-10-17 02:03:42.690786,USER_2081,36.12,Shell,Bank Transfer,AUS,0
2025-10-17 02:04:12.690786,USER_2140,57.69,CVS,UPI,FRA,0
2025-10-17 02:08:41.690786,USER_7343,6.67,BestBuy,PayPal,AUS,0
2025-10-17 02:51:17.690786,USER_3048,7.29,McDonalds,UPI,FRA,0
2025-10-17 02:58:27.690786,USER_8132,51.88,BestBuy,PayPal,USA,0
2025-10-17 03:31:33.690786,USER_3883,59.1,Nike,Credit Card,AUS,0
2025-10-17 03:32:31.690786,USER_9154,69.15,Target,Cash,USA,0
2025-10-17 03:53:22.690786,USER_6504,32.19,Flipkart,PayPal,IND,0
2025-10-17 03:54:13.690786,USER_8129,3.14,Costco,UPI,UK,0
2025-10-17 03:59:22.690786,USER_8718,152.91,Amazon,Cash,JPN,1
2025-10-17 04:02:49.690786,USER_2276,14.21,HomeDepot,Debit Card,USA,0
2025-10-17 04:33:30.690786,USER_4507,100.4,Amazon,Credit Card,FRA,0
2025-10-17 04:35:03.690786,USER_7759,28.08,BP,PayPal,GER,0
2025-10-17 04:37:47.690786,USER_2007,199.12,Walgreens,Debit Card,JPN,1
2025-10-17 04:48:33.690786,USER_6966,17.41,CVS,Bank Transfer,IND,0
2025-10-17 04:57:27.690786,USER_2946,12.35,WholeFoods,Bank Transfer,FRA,0
2025-10-17 05:02:39.690786,USER_3675,32.36,McDonalds,Cash,IND,0
2025-10-17 05:06:19.690786,USER_7051,47.36,McDonalds,Cash,GER,0
2025-10-17 05:08:53.690786,USER_5275,73.85,McDonalds,UPI,IND,0
2025-10-17 05:20:24.690786,USER_9684,12.1,WholeFoods,Bank Transfer,AUS,0
2025-10-17 05:38:00.690786,USER_9973,77.12,Nike,Cash,AUS,0
2025-10-17 05:45:02.690786,USER_5444,244.34,Shell,UPI,AUS,1
2025-10-17 06:21:48.690786,USER_3200,32.34,Shell,UPI,USA,0
2025-10-17 06:32:04.690786,USER_2103,95.91,Starbucks,Cash,JPN,0
2025-10-17 06:54:03.690786,USER_4907,18.55,Amazon,PayPal,JPN,0
2025-10-17 07:21:17.690786,USER_6971,14.52,Starbucks,PayPal,IND,0
2025-10-17 07:22:00.690786,USER_3960,31.19,BestBuy,Cash,AUS,0
2025-10-17 07:29:46.690786,USER_9690,4.0,Starbucks,Credit Card,FRA,0
2025-10-17 07:43:28.690786,USER_1211,29.26,BestBuy,UPI,USA,0
2025-10-17 07:48:07.690786,USER_4860,54.15,Nike,Debit Card,IND,0
2025-10-17 07:56:33.690786,USER_4873,152.36,CVS,Credit Card,FRA,0
2025-10-17 08:14:38.690786,USER_7824,27.4,BestBuy,Credit Card,GER,0
2025-10-17 08:21:10.690786,USER_5413,310.73,Starbucks,Cash,CAN,0
2025-10-17 08:24:53.690786,USER_1415,75.53,Amazon,Credit Card,GER,0
2025-10-17 08:25:01.690786,USER_5162,70.76,Shell,PayPal,UK,0
2025-10-17 08:39:41.690786,USER_6202,36.72,BP,UPI,UK,1
2025-10-17 08:52:43.690786,USER_8439,121.31,Amazon,Cash,GER,0
2025-10-17 09:01:24.690786,USER_9043,15.9,Costco,Cash,JPN,0
2025-10-17 09:03:12.690786,USER_6567,12.13,Starbucks,Debit Card,JPN,0
2025-10-17 09:14:01.690786,USER_7974,44.33,CVS,Debit Card,GER,0
2025-10-17 09:21:07.690786,USER_6336,110.09,BP,Cash,FRA,0
2025-10-17 09:24:18.690786,USER_9846,24.25,Target,Credit Card,JPN,0
2025-10-17 09:49:51.690786,USER_8558,27.1,Shell,Debit Card,CAN,0
2025-10-17 09:57:37.690786,USER_8074,53.18,Target,Credit Card,FRA,0
2025-10-17 10:10:03.690786,USER_5111,42.82,CVS,Cash,GER,0
2025-10-17 10:32:38.690786,USER_8556,27.76,CVS,Bank Transfer,CAN,0
2025-10-17 11:01:30.690786,USER_3560,21.5,Walgreens,Credit Card,USA,0
2025-10-17 11:03:35.690786,USER_2817,136.56,Nike,Bank Transfer,USA,0
2025-10-17 11:11:28.690786,USER_6822,96.89,Nike,Bank Transfer,JPN,0
2025-10-17 11:11:29.690786,USER_3253,96.5,WholeFoods,PayPal,FRA,0
2025-10-17 11:13:20.690786,USER_3867,26.34,Amazon,Bank Transfer,IND,0
2025-10-17 11:48:44.690786,USER_1145,75.39,Target,Cash,USA,0
2025-10-17 11:58:27.690786,USER_8583,13.77,Target,Bank Transfer,UK,0
2025-10-17 12:08:57.690786,USER_6343,112.3,Amazon,Credit Card,CAN,0
2025-10-17 12:39:47.690786,USER_3423,3.96,BP,PayPal,AUS,0
2025-10-17 13:13:54.690786,USER_5150,35.91,WholeFoods,PayPal,IND,0
2025-10-17 13:20:06.690786,USER_4685,9.06,Amazon,UPI,JPN,0
2025-10-17 13:31:05.690786,USER_1473,30.3,Walmart,Debit Card,UK,0
2025-10-17 14:07:06.690786,USER_6276,16.27,Target,Cash,JPN,0
2025-10-17 14:16:42.690786,USER_5921,175.21,Costco,Cash,UK,1
2025-10-17 14:26:42.690786,USER_2922,260.56,WholeFoods,PayPal,FRA,1
2025-10-17 14:32:20.690786,USER_5078,16.13,Costco,PayPal,JPN,0
2025-10-17 14:48:01.690786,USER_5310,28.05,BestBuy,PayPal,JPN,0
2025-10-17 14:48:59.690786,USER_5641,13.4,Walmart,UPI,JPN,1
2025-10-17 15:06:18.690786,USER_3224,74.91,Nike,Credit Card,UK,0
2025-10-17 15:19:06.690786,USER_4185,67.43,Walmart,UPI,UK,0
2025-10-17 15:34:42.690786,USER_8796,17.18,BestBuy,Debit Card,USA,0
2025-10-17 15:38:42.690786,USER_9333,14.43,Shell,UPI,AUS,0
2025-10-17 15:41:48.690786,USER_4411,90.04,Nike,Bank Transfer,IND,0
2025-10-17 15:47:44.690786,USER_5770,60.87,BestBuy,Cash,IND,0
2025-10-17 15:51:07.690786,USER_7003,8.79,Walgreens,Cash,FRA,0
2025-10-17 16:01:35.690786,USER_8077,6.97,BP,UPI,FRA,0
2025-10-17 16:14:55.690786,USER_2281,26.91,Starbucks,PayPal,UK,0
2025-10-17 16:15:29.690786,USER_6132,8.32,Flipkart,Bank Transfer,GER,0
2025-10-17 16:17:02.690786,USER_3929,39.31,WholeFoods,Credit Card,JPN,0
2025-10-17 16:34:38.690786,USER_4190,11.14,WholeFoods,Credit Card,CAN,0
2025-10-17 16:42:25.690786,USER_5749,78.4,Costco,Credit Card,IND,0
2025-10-17 16:44:01.690786,USER_8978,109.72,CVS,Bank Transfer,GER,0
2025-10-17 16:54:48.690786,USER_3130,9.39,Nike,PayPal,GER,0
2025-10-17 17:01:13.690786,USER_5635,103.72,WholeFoods,Bank Transfer,GER,0
2025-10-17 17:04:44.690786,USER_3267,3.92,Walmart,Debit Card,FRA,0
2025-10-17 17:14:13.690786,USER_4817,46.34,Walgreens,Bank Transfer,UK,0
2025-10-17 17:38:34.690786,USER_9232,1.88,Walmart,UPI,UK,0
2025-10-17 17:49:04.690786,USER_3742,2.87,Costco,Bank Transfer,CAN,0
2025-10-17 18:30:06.690786,USER_3344,24.27,Walgreens,Debit Card,UK,0
2025-10-17 18:31:25.690786,USER_2077,20.58,Amazon,PayPal,UK,0
2025-10-17 18:43:06.690786,USER_5266,32.38,BestBuy,Cash,AUS,0
2025-10-17 19:05:55.690786,USER_2823,53.46,Shell,Credit Card,UK,0
2025-10-17 19:14:03.690786,USER_9005,23.47,Costco,Credit Card,CAN,0
2025-10-17 19:17:46.690786,USER_3155,50.52,BestBuy,Cash,FRA,0
2025-10-17 19:23:12.690786,USER_6460,135.27,BP,Credit Card,CAN,0
2025-10-17 19:23:16.690786,USER_7322,6.06,Walgreens,Credit Card,CAN,0
2025-10-17 19:23:37.690786,USER_5017,4.78,CVS,UPI,IND,0
2025-10-17 19:28:37.690786,USER_5521,82.14,Walmart,Credit Card,IND,0
2025-10-17 19:40:20.690786,USER_8107,19.17,Shell,UPI,CAN,0
2025-10-17 19:48:06.690786,USER_5049,138.87,BP,Bank Transfer,JPN,0
2025-10-17 19:51:48.690786,USER_6060,404.74,Shell,Bank Transfer,USA,0
2025-10-17 20:00:36.690786,USER_1378,12.75,McDonalds,Credit Card,JPN,0
2025-10-17 20:10:38.690786,USER_1169,116.06,Flipkart,Credit Card,GER,0
2025-10-17 20:22:37.690786,USER_9099,44.27,Flipkart,Bank Transfer,GER,0
2025-10-17 20:56:47.690786,USER_7109,15.61,WholeFoods,UPI,USA,0
2025-10-17 21:16:10.690786,USER_2814,57.68,HomeDepot,UPI,FRA,0
2025-10-17 21:22:44.690786,USER_6431,157.92,Target,Credit Card,UK,0
2025-10-17 21:34:03.690786,USER_1573,55.17,HomeDepot,Bank Transfer,IND,0
2025-10-17 21:36:58.690786,USER_4802,19.27,Walgreens,Debit Card,USA,0
2025-10-17 21:46:13.690786,USER_4934,29.15,Walgreens,PayPal,FRA,0
2025-10-17 21:48:48.690786,USER_9591,7.0,WholeFoods,UPI,CAN,0
2025-10-17 21:52:26.690786,USER_8580,2.65,CVS,PayPal,UK,0
2025-10-17 21:56:32.690786,USER_8598,3.46,Target,Debit Card,USA,0
2025-10-17 21:57:14.690786,USER_9704,27.58,Flipkart,Bank Transfer,FRA,0
2025-10-17 22:00:17.690786,USER_9711,58.45,McDonalds,Debit Card,UK,0
2025-10-17 22:15:34.690786,USER_6483,117.28,Starbucks,Cash,CAN,0
2025-10-17 22:26:35.690786,USER_2570,25.33,BP,Cash,IND,0
2025-10-17 22:34:33.690786,USER_5270,8.96,HomeDepot,Bank Transfer,FRA,0
2025-10-17 22:38:04.690786,USER_6715,10.85,Nike,Debit Card,IND,0
2025-10-17 22:41:25.690786,USER_3871,18.94,Walgreens,Cash,IND,0
2025-10-17 23:03:37.690786,USER_5314,12.55,CVS,Bank Transfer,AUS,0
2025-10-17 23:11:48.690786,USER_9001,22.18,Nike,UPI,JPN,0
2025-10-17 23:12:43.690786,USER_6878,22.12,BP,Bank Transfer,UK,0
2025-10-17 23:18:01.690786,USER_5767,5.15,Flipkart,PayPal,AUS,0
2025-10-17 23:23:22.690786,USER_6595,51.26,BestBuy,Debit Card,IND,0
2025-10-17 23:23:32.690786,USER_5859,99.78,CVS,UPI,UK,0
2025-10-17 23:41:20.690786,USER_3683,15.68,Walgreens,Cash,GER,0
2025-10-17 23:45:12.690786,USER_6556,19.0,Starbucks,Bank Transfer,UK,0
2025-10-17 23:46:41.690786,USER_6085,14.95,Flipkart,Debit Card,GER,0
2025-10-17 23:59:39.690786,USER_2922,45.26,Costco,Cash,UK,0
2025-10-18 00:11:29.690786,USER_2146,29.82,CVS,UPI,AUS,0
2025-10-18 00:31:59.690786,USER_9456,48.7,McDonalds,Credit Card,GER,0
2025-10-18 00:35:22.690786,USER_5292,189.26,CVS,UPI,FRA,1
2025-10-18 00:46:48.690786,USER_6952,19.61,Walgreens,UPI,USA,0
2025-10-18 01:04:06.690786,USER_4872,146.19,Costco,PayPal,CAN,0
2025-10-18 02:01:49.690786,USER_2994,396.03,Amazon,PayPal,AUS,0
2025-10-18 02:07:20.690786,USER_7264,61.33,BestBuy,Bank Transfer,JPN,0
2025-10-18 02:12:16.690786,USER_7068,9.65,Flipkart,Cash,JPN,0
2025-10-18 02:48:37.690786,USER_6359,10.16,CVS,Credit Card,GER,0
2025-10-18 02:51:44.690786,USER_2491,223.34,Starbucks,Cash,USA,0
2025-10-18 03:24:29.690786,USER_9234,13.26,Amazon,Cash,CAN,0
2025-10-18 03:29:10.690786,USER_6728,26.92,WholeFoods,PayPal,IND,0
2025-10-18 03:38:11.690786,USER_4558,458.41,CVS,Bank Transfer,FRA,0
2025-10-18 03:59:59.690786,USER_9425,203.04,CVS,PayPal,IND,1
2025-10-18 04:19:37.690786,USER_4602,165.43,Target,Cash,FRA,1
2025-10-18 04:22:06.690786,USER_9414,76.85,Walmart,Debit Card,USA,0
2025-10-18 04:24:57.690786,USER_3686,14.29,CVS,Bank Transfer,USA,0
2025-10-18 04:29:43.690786,USER_3151,43.15,Walgreens,PayPal,USA,0
2025-10-18 04:45:00.690786,USER_4313,15.89,Walgreens,PayPal,UK,0
2025-10-18 04:47:30.690786,USER_8924,22.55,Target,Cash,JPN,0
2025-10-18 05:00:57.690786,USER_1826,10.19,Costco,Bank Transfer,GER,0
2025-10-18 05:06:59.690786,USER_6813,6.71,Walgreens,Debit Card,IND,0
2025-10-18 05:11:32.690786,USER_7156,5.35,Flipkart,Debit Card,UK,0
2025-10-18 05:18:41.690786,USER_7843,32.84,Shell,Cash,CAN,0
2025-10-18 05:18:43.690786,USER_3025,95.99,CVS,Debit Card,JPN,0
2025-10-18 05:28:35.690786,USER_3915,8.64,Nike,Cash,CAN,0
2025-10-18 05:36:50.690786,USER_7376,9.6,WholeFoods,Bank Transfer,FRA,0
2025-10-18 05:38:23.690786,USER_4468,5.89,HomeDepot,Debit Card,CAN,0
2025-10-18 05:48:05.690786,USER_5484,63.75,Amazon,Debit Card,UK,0
2025-10-18 05:53:30.690786,USER_7290,13.97,Amazon,Debit Card,JPN,0
2025-10-18 06:14:01.690786,USER_1688,6.32,Shell,UPI,CAN,0
2025-10-18 06:17:14.690786,USER_3859,339.24,Costco,PayPal,UK,0
2025-10-18 06:46:41.690786,USER_4415,77.78,Walmart,PayPal,IND,0
2025-10-18 06:50:44.690786,USER_3102,109.44,Walmart,Debit Card,AUS,0
2025-10-18 06:59:56.690786,USER_7834,74.04,Walgreens,Debit Card,JPN,0
2025-10-18 07:08:30.690786,USER_1346,9.65,CVS,UPI,AUS,0
2025-10-18 07:15:52.690786,USER_3483,198.59,BP,Credit Card,AUS,0
2025-10-18 07:19:17.690786,USER_7729,705.43,HomeDepot,UPI,USA,0
2025-10-18 07:34:18.690786,USER_3689,45.43,CVS,Debit Card,USA,0
2025-10-18 07:35:29.690786,USER_6363,13.39,Costco,UPI,UK,0
2025-10-18 07:37:01.690786,USER_2363,48.88,Starbucks,Credit Card,CAN,0
2025-10-18 07:44:13.690786,USER_8145,49.08,Shell,Cash,UK,0
2025-10-18 07:57:47.690786,USER_8891,12.25,Costco,UPI,USA,0
2025-10-18 08:03:44.690786,USER_5744,14.09,Walmart,UPI,IND,0
2025-10-18 08:06:07.690786,USER_1643,66.73,Target,UPI,UK,0
2025-10-18 08:07:16.690786,USER_7997,10.39,Nike,UPI,CAN,0
2025-10-18 08:08:30.690786,USER_3393,103.6,Starbucks,Cash,GER,0
2025-10-18 08:09:11.690786,USER_9754,27.0,McDonalds,Debit Card,UK,0
2025-10-18 08:11:41.690786,USER_4687,7.97,McDonalds,Bank Transfer,GER,0
2025-10-18 08:32:02.690786,USER_5823,12.42,Target,PayPal,JPN,0
2025-10-18 08:33:40.690786,USER_3034,115.23,Flipkart,Credit Card,UK,0
2025-10-18 08:33:53.690786,USER_5993,7.04,Costco,Cash,JPN,0
2025-10-18 08:38:54.690786,USER_2329,40.87,Costco,Cash,GER,0
2025-10-18 08:45:12.690786,USER_5683,33.89,Starbucks,Debit Card,UK,0
2025-10-18 09:00:11.690786,USER_6060,120.57,McDonalds,Credit Card,FRA,0
2025-10-18 09:27:20.690786,USER_2740,243.11,CVS,Cash,GER,0
2025-10-18 09:30:35.690786,USER_7476,13.02,Starbucks,PayPal,USA,0
2025-10-18 09:39:20.690786,USER_8223,41.83,McDonalds,UPI,CAN,0
2025-10-18 10:08:26.690786,USER_2653,25.84,McDonalds,Cash,FRA,0
2025-10-18 10:19:48.690786,USER_3291,6.23,HomeDepot,PayPal,AUS,0
2025-10-18 10:23:41.690786,USER_1519,39.67,Walgreens,UPI,UK,1
2025-10-18 10:29:05.690786,USER_5597,29.97,BP,UPI,CAN,0
2025-10-18 10:40:18.690786,USER_1537,78.55,WholeFoods,PayPal,JPN,0
2025-10-18 10:56:47.690786,USER_5302,751.46,Target,PayPal,AUS,0
2025-10-18 11:00:29.690786,USER_6872,77.47,Walmart,Cash,IND,0
2025-10-18 11:14:14.690786,USER_4248,11.31,McDonalds,PayPal,FRA,0
2025-10-18 11:22:54.690786,USER_2280,20.55,Walmart,Cash,IND,0
2025-10-18 11:24:20.690786,USER_3101,60.36,BestBuy,Cash,UK,0
2025-10-18 11:32:10.690786,USER_9437,46.99,WholeFoods,Debit Card,GER,0
2025-10-18 11:55:39.690786,USER_8058,134.24,Walgreens,Debit Card,FRA,0
2025-10-18 12:11:05.690786,USER_1003,53.09,Flipkart,Debit Card,UK,0
2025-10-18 12:16:12.690786,USER_5623,118.53,Walmart,Credit Card,AUS,0
2025-10-18 12:17:03.690786,USER_5530,23.07,BestBuy,Debit Card,IND,0
2025-10-18 12:22:55.690786,USER_6343,15.11,McDonalds,Bank Transfer,USA,0
2025-10-18 12:30:49.690786,USER_9595,41.98,Walmart,Cash,FRA,0
2025-10-18 12:33:58.690786,USER_1312,11.99,Walmart,UPI,USA,0
2025-10-18 12:41:55.690786,USER_1525,14.43,Walgreens,Debit Card,IND,0
2025-10-18 12:45:06.690786,USER_1556,189.15,BP,Debit Card,IND,0
2025-10-18 12:48:30.690786,USER_9806,20.42,Nike,Credit Card,AUS,0
2025-10-18 12:58:07.690786,USER_6569,60.54,Shell,Bank Transfer,USA,0
2025-10-18 13:01:32.690786,USER_1813,53.63,Starbucks,Cash,IND,0
2025-10-18 13:12:01.690786,USER_9779,75.77,Shell,Credit Card,USA,0
2025-10-18 13:16:12.690786,USER_5398,75.01,Walmart,Cash,USA,0
2025-10-18 13:18:56.690786,USER_3374,12.04,Amazon,Cash,GER,0
2025-10-18 13:22:29.690786,USER_9787,104.19,BP,UPI,FRA,0
2025-10-18 13:38:35.690786,USER_4840,58.31,Costco,PayPal,GER,1
2025-10-18 13:43:13.690786,USER_1266,17.42,WholeFoods,Cash,JPN,0
2025-10-18 14:22:19.690786,USER_8776,45.53,McDonalds,Credit Card,GER,0
2025-10-18 14:25:38.690786,USER_6779,31.24,WholeFoods,UPI,CAN,0
2025-10-18 14:26:35.690786,USER_5713,30.24,BestBuy,Cash,AUS,0
2025-10-18 14:29:37.690786,USER_8712,102.4,Amazon,UPI,GER,0
2025-10-18 14:34:33.690786,USER_6617,390.51,Shell,Bank Transfer,JPN,0
2025-10-18 14:37:39.690786,USER_4022,127.6,Target,Debit Card,JPN,0
2025-10-18 14:41:25.690786,USER_3485,121.14,Walgreens,Bank Transfer,UK,0
2025-10-18 14:41:30.690786,USER_2922,131.0,McDonalds,UPI,CAN,0
2025-10-18 14:55:23.690786,USER_4571,62.9,Nike,PayPal,IND,0
2025-10-18 14:55:35.690786,USER_3872,3.43,WholeFoods,Bank Transfer,AUS,0
2025-10-18 14:59:46.690786,USER_4458,22.45,McDonalds,Debit Card,JPN,0
2025-10-18 15:03:00.690786,USER_9243,101.24,CVS,PayPal,JPN,0
2025-10-18 15:07:31.690786,USER_8596,61.8,Target,UPI,UK,0
2025-10-18 15:10:17.690786,USER_1958,345.13,Costco,Bank Transfer,GER,1
2025-10-18 15:11:17.690786,USER_7580,29.75,McDonalds,Credit Card,FRA,0
2025-10-18 15:13:20.690786,USER_8827,8.62,WholeFoods,Debit Card,GER,0
2025-10-18 15:13:59.690786,USER_7798,24.75,WholeFoods,Credit Card,FRA,0
