timestamp,user_id,amount,merchant,method,country,label,hour,dayofweek,is_weekend,timestamp_utc,prediction,probability
2025-10-22 10:32:36.690786+00:00,USER_9605,285.28,McDonalds,bank transfer,UK,0,10,2,0,2025-10-22 10:32:36.690786,1,0.7480895961692103
2025-10-23 02:54:24.690786+00:00,USER_6268,160.95,Costco,paypal,GER,1,2,3,0,2025-10-23 02:54:24.690786,1,0.7006627760892457
2025-10-23 05:39:16.690786+00:00,USER_5695,237.56,CVS,upi,CAN,1,5,3,0,2025-10-23 05:39:16.690786,1,0.7013073478353757
2025-10-23 13:43:55.690786+00:00,USER_5127,367.72,McDonalds,upi,UK,0,13,3,0,2025-10-23 13:43:55.690786,1,0.7128160723364398
2025-10-24 20:03:00.690786+00:00,USER_2065,331.77,Target,debit card,USA,1,20,4,0,2025-10-24 20:03:00.690786,1,0.7470590775821916
2025-10-24 22:18:11.690786+00:00,USER_8357,247.56,Target,bank transfer,USA,0,22,4,0,2025-10-24 22:18:11.690786,1,0.7054822981080586
2025-10-25 15:41:55.690786+00:00,USER_1719,167.55,Amazon,paypal,IND,0,15,5,1,2025-10-25 15:41:55.690786,1,0.7423442917131049
2025-10-25 16:52:46.690786+00:00,USER_6629,433.86,Walmart,paypal,CAN,1,16,5,1,2025-10-25 16:52:46.690786,1,0.7044954865863897
2025-10-26 01:38:25.690786+00:00,USER_9495,306.93,Walgreens,cash,UK,1,1,6,1,2025-10-26 01:38:25.690786,1,0.7954018763011669
2025-10-26 09:01:20.690786+00:00,USER_4519,171.51,Walgreens,bank transfer,UK,0,9,6,1,2025-10-26 09:01:20.690786,1,0.7956043767954526
2025-10-26 21:46:01.690786+00:00,USER_6465,277.26,WholeFoods,cash,GER,1,21,6,1,2025-10-26 21:46:01.690786,1,0.7992111228201725
2025-10-26 22:47:54.690786+00:00,USER_8709,270.29,Walgreens,credit card,AUS,0,22,6,1,2025-10-26 22:47:54.690786,1,0.7453789880054239
2025-10-27 01:14:17.690786+00:00,USER_3291,169.38,Costco,cash,UK,0,1,0,0,2025-10-27 01:14:17.690786,1,0.7080167805564851
2025-10-27 07:34:58.690786+00:00,USER_8197,285.73,CVS,debit card,UK,0,7,0,0,2025-10-27 07:34:58.690786,1,0.7518840490285581
2025-10-27 20:58:23.690786+00:00,USER_7626,285.5,Walmart,debit card,CAN,0,20,0,0,2025-10-27 20:58:23.690786,1,0.7044059386327745
2025-10-28 01:41:11.690786+00:00,USER_2670,176.23,Walgreens,upi,FRA,0,1,1,0,2025-10-28 01:41:11.690786,1,0.7110143108735714
2025-10-28 02:35:34.690786+00:00,USER_2204,236.98,Amazon,upi,UK,0,2,1,0,2025-10-28 02:35:34.690786,1,0.7966965626665086
2025-10-28 03:38:09.690786+00:00,USER_4933,474.63,Amazon,upi,UK,1,3,1,0,2025-10-28 03:38:09.690786,1,0.707111141193261
2025-10-28 05:01:06.690786+00:00,USER_6233,290.37,Amazon,bank transfer,UK,0,5,1,0,2025-10-28 05:01:06.690786,1,0.784209692754868
2025-10-28 05:46:56.690786+00:00,USER_1893,271.99,WholeFoods,paypal,GER,1,5,1,0,2025-10-28 05:46:56.690786,1,0.7992111228201725
2025-10-28 10:55:00.690786+00:00,USER_2369,287.32,McDonalds,bank transfer,IND,1,10,1,0,2025-10-28 10:55:00.690786,1,0.7928235144332183
2025-10-28 11:56:20.690786+00:00,USER_6483,172.74,Walgreens,debit card,UK,0,11,1,0,2025-10-28 11:56:20.690786,1,0.7956043767954526
2025-10-28 17:11:05.690786+00:00,USER_4884,172.15,McDonalds,cash,UK,1,17,1,0,2025-10-28 17:11:05.690786,1,0.7490842227549868
2025-10-29 01:44:14.690786+00:00,USER_9750,166.58,Walgreens,upi,UK,1,1,2,0,2025-10-29 01:44:14.690786,1,0.7494583208906864
2025-10-29 05:59:45.690786+00:00,USER_4783,212.85,Amazon,upi,AUS,1,5,2,0,2025-10-29 05:59:45.690786,1,0.7956837504999396
2025-10-29 08:48:14.690786+00:00,USER_7874,303.68,Amazon,upi,UK,0,8,2,0,2025-10-29 08:48:14.690786,1,0.7938196927548679
2025-10-29 14:41:01.690786+00:00,USER_5552,200.66,McDonalds,debit card,FRA,0,14,2,0,2025-10-29 14:41:01.690786,1,0.7036584965580798
2025-10-29 21:49:02.690786+00:00,USER_9274,239.7,Target,bank transfer,FRA,1,21,2,0,2025-10-29 21:49:02.690786,1,0.7857598878950849
2025-10-29 23:40:51.690786+00:00,USER_3755,386.15,Target,debit card,IND,1,23,2,0,2025-10-29 23:40:51.690786,1,0.782844033371413
2025-10-30 10:22:30.690786+00:00,USER_3108,208.54,CVS,paypal,IND,0,10,3,0,2025-10-30 10:22:30.690786,1,0.7397439319552283
2025-10-30 11:20:41.690786+00:00,USER_6149,262.82,CVS,bank transfer,AUS,1,11,3,0,2025-10-30 11:20:41.690786,1,0.7778392263575955
2025-10-30 11:46:56.690786+00:00,USER_4639,169.49,Amazon,debit card,UK,1,11,3,0,2025-10-30 11:46:56.690786,1,0.769368156931225
2025-10-30 13:05:10.690786+00:00,USER_9964,216.04,McDonalds,cash,UK,1,13,3,0,2025-10-30 13:05:10.690786,1,0.7356033125426075
2025-10-30 13:42:15.690786+00:00,USER_8239,287.47,Walgreens,bank transfer,AUS,0,13,3,0,2025-10-30 13:42:15.690786,1,0.7386540055001753
2025-10-30 15:41:59.690786+00:00,USER_8239,341.8,McDonalds,debit card,IND,0,15,3,0,2025-10-30 15:41:59.690786,1,0.757480611292957
2025-10-30 17:28:59.690786+00:00,USER_6922,307.74,Target,credit card,JPN,0,17,3,0,2025-10-30 17:28:59.690786,1,0.7494575892938781
2025-10-30 17:37:46.690786+00:00,USER_5953,329.26,Costco,debit card,AUS,1,17,3,0,2025-10-30 17:37:46.690786,1,0.7358975885257408
2025-10-30 20:06:08.690786+00:00,USER_5485,220.41,McDonalds,upi,IND,0,20,3,0,2025-10-30 20:06:08.690786,1,0.7527115783176158
2025-10-31 01:44:16.690786+00:00,USER_8268,175.99,Walgreens,debit card,UK,1,1,4,0,2025-10-31 01:44:16.690786,1,0.7919201264066649
2025-10-31 02:28:19.690786+00:00,USER_3653,306.41,Target,debit card,AUS,0,2,4,0,2025-10-31 02:28:19.690786,1,0.829867102281018
2025-10-31 02:29:11.690786+00:00,USER_3916,233.03,Costco,cash,AUS,0,2,4,0,2025-10-31 02:29:11.690786,1,0.7213591387444431
2025-10-31 03:44:27.690786+00:00,USER_9076,445.0,Target,debit card,USA,1,3,4,0,2025-10-31 03:44:27.690786,1,0.7243894394293676
2025-10-31 14:48:11.690786+00:00,USER_1439,269.57,Target,paypal,CAN,0,14,4,0,2025-10-31 14:48:11.690786,1,0.7869852219380682
2025-11-01 04:22:15.690786+00:00,USER_9717,220.67,Amazon,cash,AUS,0,4,5,1,2025-11-01 04:22:15.690786,1,0.7773567528858287
2025-11-01 06:27:49.690786+00:00,USER_5921,224.04,McDonalds,bank transfer,IND,0,6,5,1,2025-11-01 06:27:49.690786,1,0.761960856469685
2025-11-01 08:21:49.690786+00:00,USER_2390,391.11,WholeFoods,cash,GER,1,8,5,1,2025-11-01 08:21:49.690786,1,0.7803412376488309
2025-11-02 02:51:54.690786+00:00,USER_1854,173.15,Costco,debit card,GER,0,2,6,1,2025-11-02 02:51:54.690786,1,0.7068219031956725
2025-11-02 03:48:58.690786+00:00,USER_7058,207.3,Target,debit card,JPN,1,3,6,1,2025-11-02 03:48:58.690786,1,0.7119718885755247
2025-11-02 08:57:25.690786+00:00,USER_1256,205.53,Amazon,cash,FRA,0,8,6,1,2025-11-02 08:57:25.690786,1,0.7632458910670026
2025-11-02 10:43:18.690786+00:00,USER_5641,210.72,CVS,debit card,UK,0,10,6,1,2025-11-02 10:43:18.690786,1,0.7238552030019834
2025-11-03 16:53:13.690786+00:00,USER_4411,194.87,McDonalds,cash,IND,1,16,0,0,2025-11-03 16:53:13.690786,1,0.7446522003232116
2025-11-03 21:49:38.690786+00:00,USER_1953,265.91,CVS,cash,UK,0,21,0,0,2025-11-03 21:49:38.690786,1,0.7518840490285581
2025-11-03 23:43:06.690786+00:00,USER_9698,278.77,Walmart,debit card,CAN,0,23,0,0,2025-11-03 23:43:06.690786,1,0.7044059386327745
2025-11-04 17:20:07.690786+00:00,USER_9565,185.6,Amazon,cash,GER,0,17,1,0,2025-11-04 17:20:07.690786,1,0.7052581531962798
2025-11-04 18:59:46.690786+00:00,USER_4322,318.44,Walgreens,upi,JPN,1,18,1,0,2025-11-04 18:59:46.690786,1,0.7910127062134059
2025-11-04 23:38:18.690786+00:00,USER_1439,162.47,Target,credit card,FRA,0,23,1,0,2025-11-04 23:38:18.690786,1,0.7679062243906407
2025-11-05 00:43:26.690786+00:00,USER_2544,168.47,McDonalds,bank transfer,FRA,1,0,2,0,2025-11-05 00:43:26.690786,1,0.7571465456996732
2025-11-05 08:14:54.690786+00:00,USER_7779,160.91,WholeFoods,credit card,GER,1,8,2,0,2025-11-05 08:14:54.690786,1,0.7904748242676589
2025-11-05 12:13:11.690786+00:00,USER_1232,444.97,Walgreens,bank transfer,JPN,1,12,2,0,2025-11-05 12:13:11.690786,1,0.7928969736169287
2025-11-05 17:34:30.690786+00:00,USER_5610,243.17,WholeFoods,paypal,IND,0,17,2,0,2025-11-05 17:34:30.690786,1,0.7222847061494504
2025-11-06 05:25:51.690786+00:00,USER_2353,167.56,Walgreens,debit card,UK,0,5,3,0,2025-11-06 05:25:51.690786,1,0.7494583208906864
2025-11-06 06:43:43.690786+00:00,USER_7652,175.61,CVS,upi,FRA,1,6,3,0,2025-11-06 06:43:43.690786,1,0.7288950824821622
2025-11-06 12:27:09.690786+00:00,USER_9361,174.42,Amazon,paypal,FRA,1,12,3,0,2025-11-06 12:27:09.690786,1,0.8148762190186001
2025-11-06 21:28:05.690786+00:00,USER_8258,189.44,CVS,debit card,AUS,0,21,3,0,2025-11-06 21:28:05.690786,1,0.7232362274574349
2025-11-07 05:51:31.690786+00:00,USER_9887,176.08,Starbucks,cash,FRA,1,5,4,0,2025-11-07 05:51:31.690786,1,0.7174148530556026
2025-11-07 10:38:44.690786+00:00,USER_7694,182.11,Target,upi,FRA,1,10,4,0,2025-11-07 10:38:44.690786,1,0.75119300052403
2025-11-07 23:27:52.690786+00:00,USER_8300,304.52,Amazon,cash,FRA,0,23,4,0,2025-11-07 23:27:52.690786,1,0.7402754673704162
2025-11-08 05:36:28.690786+00:00,USER_8115,207.57,Target,paypal,IND,0,5,5,1,2025-11-08 05:36:28.690786,1,0.7054483217061714
2025-11-08 06:09:37.690786+00:00,USER_3903,225.48,Target,debit card,AUS,0,6,5,1,2025-11-08 06:09:37.690786,1,0.7516397991038976
2025-11-08 15:11:24.690786+00:00,USER_3234,253.17,Target,upi,AUS,1,15,5,1,2025-11-08 15:11:24.690786,1,0.8299222945902642
2025-11-10 05:22:26.690786+00:00,USER_4532,168.43,Walmart,cash,CAN,1,5,0,0,2025-11-10 05:22:26.690786,1,0.700052447257053
2025-11-10 21:47:25.690786+00:00,USER_6706,399.45,WholeFoods,debit card,IND,1,21,0,0,2025-11-10 21:47:25.690786,1,0.7385922869762365
2025-11-11 11:45:11.690786+00:00,USER_1606,204.32,McDonalds,bank transfer,AUS,0,11,1,0,2025-11-11 11:45:11.690786,1,0.7168442636638547
2025-11-11 13:09:09.690786+00:00,USER_5903,286.35,Walmart,debit card,CAN,0,13,1,0,2025-11-11 13:09:09.690786,1,0.7044059386327745
2025-11-11 13:22:18.690786+00:00,USER_8173,255.45,Walgreens,credit card,AUS,0,13,1,0,2025-11-11 13:22:18.690786,1,0.7454341803146702
2025-11-11 16:36:24.690786+00:00,USER_4829,353.21,McDonalds,bank transfer,UK,0,16,1,0,2025-11-11 16:36:24.690786,1,0.7215926765295784
2025-11-11 21:21:53.690786+00:00,USER_3118,255.94,Amazon,credit card,IND,0,21,1,0,2025-11-11 21:21:53.690786,1,0.776055568894463
2025-11-12 05:59:47.690786+00:00,USER_7283,208.27,Target,cash,FRA,0,5,2,0,2025-11-12 05:59:47.690786,1,0.7528378580001447
2025-11-12 06:03:32.690786+00:00,USER_5225,289.64,McDonalds,debit card,IND,0,6,2,0,2025-11-12 06:03:32.690786,1,0.7762974100513763
2025-11-12 06:24:52.690786+00:00,USER_7751,280.94,WholeFoods,debit card,GER,0,6,2,0,2025-11-12 06:24:52.690786,1,0.7989734145714931
2025-11-12 07:22:25.690786+00:00,USER_9179,272.21,Walmart,cash,UK,0,7,2,0,2025-11-12 07:22:25.690786,1,0.728937459434916
2025-11-13 09:04:27.690786+00:00,USER_7472,248.24,Amazon,credit card,IND,0,9,3,0,2025-11-13 09:04:27.690786,1,0.7662544470178694
2025-11-13 17:05:17.690786+00:00,USER_5904,200.52,McDonalds,cash,UK,0,17,3,0,2025-11-13 17:05:17.690786,1,0.7226700403094872
2025-11-13 23:43:27.690786+00:00,USER_4869,246.43,WholeFoods,credit card,IND,0,23,3,0,2025-11-13 23:43:27.690786,1,0.7222847061494504
2025-11-14 03:37:39.690786+00:00,USER_7470,193.87,Walmart,paypal,UK,1,3,4,0,2025-11-14 03:37:39.690786,1,0.7291500381175269
2025-11-14 07:35:42.690786+00:00,USER_7056,370.45,McDonalds,bank transfer,AUS,0,7,4,0,2025-11-14 07:35:42.690786,1,0.7047276394067592
2025-11-14 10:07:50.690786+00:00,USER_4305,270.29,Target,bank transfer,CAN,1,10,4,0,2025-11-14 10:07:50.690786,1,0.7869852219380682
2025-11-15 03:45:26.690786+00:00,USER_3716,202.54,Walmart,debit card,UK,0,3,5,1,2025-11-15 03:45:26.690786,1,0.7182507173472032
